case_id,description_complete
2012-03-08202,"[Forme] 1D - Faisceau, Trait | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Blanc | [Couleur 2] nan | [Luminosité] Linéaire ou Rectiligne | [Taille] nan | [Détails visuels] Le GEIPAN a d'abord envisagé un objet lumineux porté par le vent, mais la direction du vent (Ouest) ne correspond pas au déplacement de l'objet (Sud -> Nord) Un enquêteur du GEIPAN s'est rendu sur place, de nuit, et a constaté puis enregistré en vidéo un phénomène lumineux pouvant tout à fait expliquer l'observation : en effet, les phares des voitures arrivant en face de l'observateur se reflètent sur les caténaires de la voie de chemin de fer ; les reflets se déplacent de droite à gauche, puis disparaissent, comme l'ont indiqué les témoins"
2012-03-08203,"[Forme] Autre forme non catégorisée | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Blanc | [Couleur 2] nan | [Luminosité] Descendante | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Un témoin observe le 13 mars 2012 à 20h35 , le passage rapide de cinq points lumineux évoluant en formation selon une trajectoire descendante Un autre témoignage quasi simultané d'aspect très semblable a été signalé au GEIPAN, vu depuis Saint- Mathieu de Treviers (34) le même soir et vu du côté Ouest pour ce témoin"
2012-03-08204,"[Forme] 2D - Croix, forme d'étoile | [Forme 2]  Objet | [Couleur] Rouge sombre | [Couleur 2] nan | [Luminosité] nan | [Taille] Chiffrée | [Détails visuels] Le 12 mars 2012 à 20h un témoin sort sur sa terrasse et regarde le ciel lorsqu'il aperçoit dans le ciel dégagé 3 objets de couleur rouge bordeau en forme de croix"
2012-03-08205,"[Forme] Autre forme non catégorisée | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Multicolore | [Couleur 2] nan | [Luminosité] nan | [Taille] ""42 < x < 110° ou """"Très imposante/Immense"""""" | [Détails visuels] Il observe le passage d'une énorme """"étoile filante"""" de couleur jaune et bordure blanc bleue suivi d'une trainée bleue L'aspect du phénomène (trajectoire rectiligne, déplacement très rapide, forte lumière) caractérise nettement un bolide : rentrée atmosphérique de météoroïde ou de débris spatial"
2012-03-08206,"[Forme] 3D - 2 axes de symétrie - Ovoïde | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Vert | [Couleur 2] nan | [Luminosité] Linéaire ou Rectiligne | [Taille] nan | [Détails visuels] Le 13 mars 2012 vers 20h30, un témoin observe, depuis sa terrasse, le passage silencieux d'une formation triangulaire constituée de plusieurs lumières de couleur verte-orangée passant à vive allure et à basse altitude Un autre témoignage sera recueilli sur un phénomène d'aspect très semblable s'étant produit également ce soir là"
2012-03-08211,"[Forme] 1D - Ponctuel (point) | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Blanc ; Jaune, Ambre | [Couleur 2] nan | [Luminosité] nan | [Taille] ""x < 0.04° ou """"Ponctuelle"""""" | [Détails visuels] Le 19 mars à 23h45, trois amis, sortant d'un restaurant, ont observé place du Capitole à Toulouse les déplacements successifs de deux phénomènes lumineux : d'abord un point brillant traversant le ciel en ligne droite en moins de 10 secondes, puis un autre point qui décrira quelques zig-zags avant de disparaitre"
2012-03-08211,"[Forme] 1D - Ponctuel (point) | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Blanc ; Jaune, Ambre | [Couleur 2] nan | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Le 19 mars à 23h45, trois amis, sortant d'un restaurant, ont observé place du Capitole à Toulouse les déplacements successifs de deux phénomènes lumineux : d'abord un point brillant traversant le ciel en ligne droite en moins de 10 secondes, puis un autre point qui décrira quelques zig-zags avant de disparaitre"
2012-03-08211,"[Forme] 2D - Rond ; 1D - Ponctuel (point) | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Rouge ; Orangé, feu | [Couleur 2] nan | [Luminosité] nan | [Taille] Chiffrée | [Détails visuels] Le 19 mars à 23h45, trois amis, sortant d'un restaurant, ont observé place du Capitole à Toulouse les déplacements successifs de deux phénomènes lumineux : d'abord un point brillant traversant le ciel en ligne droite en moins de 10 secondes, puis un autre point qui décrira quelques zig-zags avant de disparaitre"
2012-03-08213,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Objet | [Couleur] Blanc | [Couleur 2] nan | [Luminosité] Linéaire ou Rectiligne | [Taille] nan | [Détails visuels] ""Le 1 mars 2012 vers 19h05 un témoin observe le passage d'un objet sphérique et lumineux dans le ciel"
2012-03-08214,"[Forme] 2D - Triangulaire | [Forme 2]  Objet | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Le 26 mars 2012 vers minuit un témoin à Ploeren (56) observe depuis sa terrasse les évolutions d'un objet lumineux dans le ciel en direction du sud Une autre unité de gendarmerie confirmera depuis le sémaphore de la barre d'Etel la présence dans le SO à une élévation de 20° d'un point lumineux scintillant entre 0h45 et 1h05 Les récits descriptifs de l'objet observé ont toutes les caractéristiques d'étoiles très brillantes observées près de l'horizon (changement de couleur, apparents déplacements latéraux et avant arrière)"
2012-03-08215,"[Forme] 1D - Ponctuel (point) | [Forme 2]  Phénomène | [Couleur] Orangé, feu | [Couleur 2] Linéaire ou Rectiligne | [Luminosité] Chg direction, niveau de vol | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] ""Le 31 mars 2012 vers 21h15, un témoin observe dans le ciel en direction du N-O, le passage silencieux N-S de plusieurs points lumineux orangés non clignotants L'observation s'est terminée par l'extinction progressive des points lumineux Cette observation a toutes les caractéristiques du passage de lanternes thaïlandaises : le déplacement est cohérent avec le vent relativement fort de Nord-Est (17 à 39 km/h), la couleur orange, la durée de l'observation et le nombre d'objets"
2012-03-08216,"[Forme] 1D - Faisceau, Trait | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Blanc | [Couleur 2] nan | [Luminosité] nan | [Taille] Chiffrée"
2012-03-08223,"[Forme] nan | [Forme 2]  Objet | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] Linéaire ou Rectiligne | [Taille] Autres (comparaison, repères, etc.)"
2012-03-08444,"[Forme] 3D - 2 axes de symétrie - Ovoïde | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Rouge | [Couleur 2] nan | [Luminosité] Linéaire ou Rectiligne | [Taille] Chiffrée"
2012-04-08222,"[Forme] 1D - Ponctuel (point) | [Forme 2] Autre | [Couleur] Jaune, Ambre | [Couleur 2] nan | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Le mercredi 4 avril 2012 à 20h15, un témoin est intrigué par les évolutions dans le ciel de deux points lumineux jaunes ou blancs qui traversent le ciel de l'Est vers le Nord à une vitesse importante L'observation se termine au bout d'une quinzaine de secondes, alors que les deux points lumineux disparaissent à travers ou derrière un nuage"
2012-04-08225,"[Forme] nan | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] ""Le 15 avril 2012 vers minuit un témoin observe le déplacement silencieux d'une boule ronde de couleur orange qui semble en feu (""""l'apparence et le comportement du phénomène me faisait penser qu'il était très léger et « porté par le vent »"""") La couleur orangée et l'extinction finale (en vol) des deux PANs sont caractéristiques de lanternes thailandaises et une nuit week-end est propice à de tels événements festifs"
2012-04-08226,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Blanc | [Couleur 2] nan | [Luminosité] nan | [Taille] Chiffrée"
2012-04-08227,"[Forme] nan | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.)"
2012-04-08228,"[Forme] 1D - Ponctuel (point) | [Forme 2]  Objet | [Couleur] Blanc | [Couleur 2] nan | [Luminosité] Courbe | [Taille] nan | [Détails visuels] Le 13 avril 2012 vers 21h34 un témoin est intrigué par le passage silencieux d'un objet lumineux dans le ciel qu'il ne reconnait pas La trajectoire « courbe » décrite par le témoin provient d'une perception erronée de l'orbite pourtant quasi circulaire, mais seuls les satellites passant au zénith laissent une perception de trajectoire linéaire"
2012-04-08229,"[Forme] Autre forme non catégorisée | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] A propos du film : un point lumineux sur fond noir filmé par une caméra vidéo avec le zoom à fond produit nombre d'artefacts optiques et électroniques : la forme en losange est le résultat de la forme du diaphragme de la caméra, qui apparaît lorsque la mise au point est incorrecte (de nuit, beaucoup de caméras en mode autofocus cherchent en vain à faire la mise au point, et alternent images floues et nettes) ; les couleurs sont plus dûes au bruit et parasites électroniques et aux aberrations optiques (même avec une caméra de très bonne qualité) qu'à l'image de l'objet filmé"
2012-04-08231,"[Forme] 1D - Faisceau, Trait | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Rouge;Blanc | [Couleur 2] nan | [Luminosité] Stationnaire, Immobile | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] L'observation dure plusieurs minutes avant que la lumière ne change de couleur et d'intensité pour diminuer et disparaitre D'étrangeté faible à moyenne, et de consistance de même niveau, ce cas d'observation reste difficile à conclure : un point lumineux apparemment fixe, de couleur rouge orangée de vive intensité et virant au blanc en faiblissant évoque un avion vu de face, mais pas de façon certaine en l'absence de relevé de trafic aérien"
2012-04-08232,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Multicolore | [Couleur 2] Linéaire ou Rectiligne | [Luminosité] Chg direction, niveau de vol | [Taille] nan | [Détails visuels] ""Le 19 avril 2012 aux environs de 22h40 un témoin aperçoit dans le ciel un point très lumineux en direction du N-NO"
2012-04-08239,"[Forme] 1D - Ponctuel (point) | [Forme 2] Autre | [Couleur] Orangé, feu | [Couleur 2] Montante | [Luminosité] Montante | [Taille] ""0.04 < x < 0.1° ou """"Très petite/Minuscule"""""" | [Détails visuels] Le 30 avril 2012 vers 21h30 un témoin observe dans le ciel le déplacement d'un point lumineux orangé suivi de trois autres points"
2012-04-08241,"[Forme] Autre forme non catégorisée | [Forme 2]  Phénomène | [Couleur] Jaune, Ambre | [Couleur 2] nan | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Le phénomène lumineux jaune est en forme de croissant de Lune quasi statique avant des déplacements en va et vient"
2012-04-08242,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule;3D - 1 axe de symétrie - Cylindrique | [Forme 2]  Objet | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] Inconnu | [Taille] Chiffrée | [Détails visuels] ""Le dimanche 29 avril 2012 vers 16h15 un témoin observe le passage d'une forme sphérique grise en-dessous des nuages Il ne doit pas être sphérique, de ce fait, en tournant, il réfléchit quelquefois la lumière du soleil provoquant des flash temporaires"
2012-04-08252,"[Forme] 1D - Ponctuel (point) | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] Inconnu | [Taille] Chiffrée | [Détails visuels] ""Une personne témoigne d'observations successives d'un point lumineux dans le ciel en avril 2012 Le témoin indique, que plusieurs jours de suite, il a observé en soirée un objet très lumineux qui baisse doucement vers l'horizon pour disparaître vers 0h30 Les formes de l'objet relatées par le témoin sont probablement le résultat d'une interprétation excessive de défauts de vision ou d'optique mis en relief par l'observation nocturne d'un point très brillant"
2012-04-08344,"[Forme] 1D - Ponctuel (point) | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Le 7 avril 2012 vers 23h30 deux personnes constatent le déplacement silencieux d'une centaines de points lumineux rosés dans le ciel nuageux Deux groupes successifs ainsi que d'autres points lumineux qui se suivent à la queue leu leu sont distingués à basse altitude"
2012-05-08240,"[Forme] 1D - Faisceau, Trait | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Orangé, feu | [Couleur 2] Stationnaire, Immobile | [Luminosité] Descendante | [Taille] nan | [Détails visuels] L'aspect des lumières (boules oranges), la durée de quelques minutes, le déplacement lent et silencieux font nettement penser à des lanternes thaï"
2012-05-08243,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Orangé, feu | [Couleur 2] Linéaire ou Rectiligne | [Luminosité] Courbe | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] ""Des témoins rapportent leurs observations du 6 mai 2012 entre 23h et 23h30 du déplacement silencieux de plusieurs points lumineux orangés L'aspect des lumières (boules oranges), leur déplacement selon le vent d'Est, la durée de quelques minutes et le déplacement lent et silencieux, font nettement penser à des lanternes thaï, probablement lancées par quelque électeur heureux de l'issue du scrutin présidentiel"
2012-05-08243,"[Forme] Autre forme non catégorisée | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Orangé, feu | [Couleur 2] Courbe | [Luminosité] nan | [Taille] nan | [Détails visuels] ""Des témoins rapportent leurs observations du 6 mai 2012 entre 23h et 23h30 du déplacement silencieux de plusieurs points lumineux orangés L'aspect des lumières (boules oranges), leur déplacement selon le vent d'Est, la durée de quelques minutes et le déplacement lent et silencieux, font nettement penser à des lanternes thaï, probablement lancées par quelque électeur heureux de l'issue du scrutin présidentiel"
2012-05-08245,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Phénomène | [Couleur] Orangé, feu | [Couleur 2] Descendante | [Luminosité] Descendante | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Un astronome amateur observe le ciel en direction de Mars le lundi 28 mai 2012 à 1h10 et remarque soudain le passage d'une trainée blanche puis une boule de feu de couleur rouge orange Compte tenu des éléments objectifs définis dans le compte rendu d'enquête ,(à savoir la forme, la couleur et le comportement de l'objet ; la présence d'une trainée blanche et de bruits caractéristiques ; l'existence d'autres témoignages et d'enregistrements vidéo montrant le même phénomène dans la même tranche horaire et la disparition du phénomène au nord-ouest, confirmée par un des enregistrements vidéo, nous pouvons conclure que le phénomène présente toutes les caractéristiques d'un bolide (chute de météoroïde, couramment appelé météorite), observé depuis la Normandie et la région parisienne"
2012-05-08246,"[Forme] nan | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] Chiffrée | [Détails visuels] Le 24 mai 2012 à 23h55 deux témoins, situés dans la zone portuaire de Dieppe (76), observent le déplacement d'un objet lumineux volant à basse altitude dans le ciel clair et étoilé L'objet est de forme allongée et de couleur blanche"
2012-05-08247,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Rouge | [Couleur 2] nan | [Luminosité] Inconnu | [Taille] ""0.04 < x < 0.1° ou """"Très petite/Minuscule"""""" | [Détails visuels] Le 5 mai 2012 vers 22h sur la plage des Hattes prés de Mana en Guyanne Française, un témoin observe des phénomènes lumineux qui l'intrigue Compte tenu des éléments objectifs recueillis (couleur rouge des objets observés et photographiés, déplacement lent et simultané des objets sur une trajectoire ascendante, vent nul ou très faible et jour de la semaine propices aux lancers de lanternes, existence d'un revendeur de lanternes depuis peu dans le département), nous pouvons conclure que les trois objets observés et photographiés par le témoin n°1 ne sont probablement que des lanternes célestes, aussi appelées «lanternes thaïlandaises »"
2012-05-08249,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Blanc | [Couleur 2] Descendante | [Luminosité] Descendante | [Taille] ""0.04 < x < 0.1° ou """"Très petite/Minuscule"""""" | [Détails visuels] Les observations mentionnées correspondent précisément à des éclats lumineux sur les satellites Iridium et Metop (voir les relevés Calsky) D'autres observations correspondent probablement à d'autres satellites : l'impression de léger zig-zags selon les trajectoires de points lumineux observés sur fond noir est fréquente, c'est une illusion, nommée autocinétique, dûe aux micromouvements que fait l'œil pour suivre le point dans le ciel"
2012-05-08250,"[Forme] nan | [Forme 2]  Objet | [Couleur] Noir | [Couleur 2] nan | [Luminosité] Stationnaire, Immobile | [Taille] nan | [Détails visuels] - un balisage lumineux conforme à la réglementation dans le cadre de l'utilisation d'aéronefs captifs"
2012-05-08251,"[Forme] 3D - 2 axes de symétrie - Ovoïde | [Forme 2]  Phénomène | [Couleur] Blanc | [Couleur 2] Descendante | [Luminosité] Descendante | [Taille] Chiffrée | [Détails visuels] Compte tenu des éléments objectifs recueillis, à savoir la présence d'un aérodrome dédié au vol à voile à proximité, des planeurs recouverts de peinture blanche favorisant la réflexion de la luminosité solaire, de l'évolution de l'objet conforme à celles d'un planeur évoluant en vol thermique et de la météorologie propice à la pratique du vol à voile, nous pouvons conclure que l'objet observé par les témoins était probablement un planeur en provenance de l'aérodrome d'Avignon-Pujaut, effectuant des spirales en vol thermique, et dont les ailes et/ou la carlingue reflétaient par intermittence les rayons lumineux solaires"
2012-05-08253,"[Forme] Autre forme non catégorisée | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Non précisé | [Couleur 2] Descendante | [Luminosité] Montante | [Taille] ""2.2 < x < 6° ou """"Grande"""""""
2012-05-08253,"[Forme] Autre forme non catégorisée | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] Inconnu | [Taille] ""2.2 < x < 6° ou """"Grande"""""""
2012-05-08253,"[Forme] Autre forme non catégorisée | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Blanc | [Couleur 2] Montante | [Luminosité] Montante | [Taille] Chiffrée"
2012-05-08267,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2] Autre | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] Stationnaire, Immobile | [Taille] Chiffrée"
2012-05-08274,"[Forme] 1D - Ponctuel (point) | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Blanc | [Couleur 2] nan | [Luminosité] Linéaire ou Rectiligne | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] ""Le témoin observe un gros point lumineux en forme de disque, projetant une lumière blanche très vive Ce disque très brillant traversant le ciel en 8 à 10 secondes évoque nettement une rentrée dans l'atmosphère d'un débris de satellite ou plus probablement d'un météoroïde (météorite)"
2012-05-08357,"[Forme] 3D - A faces - Facettes irrégulières;Autre forme non catégorisée | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Gris;Blanc | [Couleur 2] nan | [Luminosité] nan | [Taille] Chiffrée | [Détails visuels] ""Le 21 mai 2012 (la date précise du jour a été validée lors de l'enquête) à 22h12, un automobiliste remarque, dans le ciel couvert le passage N-S d'un phénomène lumineux qui l'intrigue Lors d'un arrêt à un feu rouge il remarque une forme cylindrique """"ressemblant à une icône dont la pointe est vers le sol"""" Autour de l'objet une sphère lumineuse de couleur orange est remarquée"
2012-06-08255,"[Forme] 1D - Ponctuel (point) ; 2D - Triangulaire | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Jaune, Ambre ; Blanc | [Couleur 2] nan | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Le dimanche 24 juin 2012 à minuit 20, un témoin et son époux observent dans le ciel dégagé une dizaine de points lumineux jaune-blanc"
2012-06-08256,"[Forme] Autre forme non catégorisée | [Forme 2]  Phénomène | [Couleur] Blanc | [Couleur 2] Montante | [Luminosité] Montante | [Taille] Chiffrée | [Détails visuels] Le 29 juin 2012 vers 6h06 (précision sur l'heure voir le compte-rendu d'enquête) un promeneur, alerté par son chien, est intrigué par la présence d'un objet lumineux blanc, stationnaire à basse altitude au-dessus d'un champ en lisière de forêt"
2012-06-08257,"[Forme] nan | [Forme 2] Autre | [Couleur] Orangé, feu | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] ""Le 30 juin 2012 à 23h25 deux témoins observent depuis leur terrasse le passage successif de trois lueurs de couleur rouge-orangé"
2012-06-08264,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Objet | [Couleur] Jaune, Ambre | [Couleur 2] nan | [Luminosité] nan | [Taille] Chiffrée | [Détails visuels] ""Le 20 juin 2012 aux alentours de 22h50 un témoin est intrigué par le passage silencieux dans le ciel d'un point lumineux"
2012-06-08268,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Objet | [Couleur] Rouge | [Couleur 2] nan | [Luminosité] nan | [Taille] Chiffrée | [Détails visuels] Le 17 juin 2012 à minuit vingt cinq, un couple observe le passage silencieux d'un phénomène lumineux constitué de boules rouges"
2012-06-08272,"[Forme] 2D - Rond | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Orangé, feu | [Couleur 2] nan | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.)"
2012-06-08314,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Rouge | [Couleur 2] Linéaire ou Rectiligne | [Luminosité] Chg direction, niveau de vol | [Taille] Autres (comparaison, repères, etc.)"
2012-06-08317,"[Forme] nan | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] Chiffrée | [Détails visuels] Compte tenu des éléments objectifs définis dans le compte rendu d'enquête, à savoir : - des objets transparents, de forme sphérique, se déplaçant silencieusement à une altitude comprise entre 1460 m et 2000 m L'observation est étrange car il s'agit d'objets ayant une apparence peu banale, bien que leur comportement ne présente pas d'aspects hors du commun"
2012-06-09517,"[Forme] nan | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] Chiffrée | [Détails visuels] Le 4 juin 2012 vers 3h du matin, un témoin observe par la baie vitrée de son salon, un phénomène lumineux orangé en forme de colonne qu'il situe en direction de la colline de Fourches sur la commune de Langres"
2012-07-08258,"[Forme] 1D - Ponctuel (point) | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Blanc | [Couleur 2] nan | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.)"
2012-07-08258,[Forme] nan | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] nan
2012-07-08260,"[Forme] 2D - Rond ; 2D - Ovale | [Forme 2]  Objet | [Couleur] Gris sombre | [Couleur 2] nan | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Le 4 juillet 2012 à 7h20 un automobiliste circulant sur l'A75 à la hauteur de la commune d'Authezat (63) est intrigué par la présence dans le ciel d'un objet de couleur sombre et de forme ronde à ovale"
2012-07-08261,"[Forme] 1D - Ponctuel (point) | [Forme 2] Autre | [Couleur] Blanc | [Couleur 2] Autre | [Luminosité] Linéaire ou Rectiligne | [Taille] ""0.04 < x < 0.1° ou """"Très petite/Minuscule"""""" | [Détails visuels] ""Depuis son jardin, un témoin observe à l'œil nu le 8 juillet 2012 vers 23h30, un point lumineux dans un ciel clair et dégagé"
2012-07-08262,"[Forme] Autre forme non catégorisée | [Forme 2] Autre | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] Linéaire ou Rectiligne | [Taille] nan | [Détails visuels] Une forme décrite comme à la fois arrondie et triangulaire se déplace sans bruit avant de disparaître dans un nuage Le déplacement vertical de l'objet (vent local faible : voir météo), son reflet, sa forme (voir exemple de ballon en annexe) font nettement penser à un ballon festif gonflé à l'helium"
2012-07-08263,"[Forme] 3D - 1 axe de symétrie - Cylindrique | [Forme 2]  Phénomène | [Couleur] Jaune, Ambre | [Couleur 2] Chg direction, niveau de vol | [Luminosité] Sans chg direction | [Taille] Chiffrée | [Détails visuels] ""Le 6 juillet 2012 à partir de 21h50 plusieurs personnes sont intiguées par l'observation de phénomènes lumineux dans le ciel apparaissant de nombreuses fois (13 fois) dans la soirée Cette observation par plusieurs témoins décrit un phénomène d'apparence étrange bien difficile à identifier si l'on n'a pas été informé auparavant Lors des acrobaties en vol, l'observateur lointain voit appraître et disparaître un ensemble de points lumineux"
2012-07-08265,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2] Autre | [Couleur] Jaune, Ambre | [Couleur 2] nan | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] ""Trois personnes observent le 11 juillet 2012 à 21h30 le lent passage O-E d'une boule brillante de couleur jaune vif qui se scinde en deux avant de disparaître"
2012-07-08269,"[Forme] 1D - Ponctuel (point) | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Blanc | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] ""Un témoin rapporte une observation faite le 17 juillet 2012 à 4h03 : depuis sa terrasse il observe en direction de l'Est-SEst deux points particulièrement lumineux dans le ciel L'observation de deux points lumineux fixes très brillants oriente vers l'hypothèse d'origine astronomique : la carte du ciel de ce jour indique la présence simultanée de Vénus et Jupiter ce matin là, en direction de Est/NEst (voir carte astro) Le troisième point lumineux, moins brillant, est Aldebaran, une étoile très brillante (magnitude -0,6)"
2012-07-08270,"[Forme] 1D - Ponctuel (point) | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Orangé, feu | [Couleur 2] Courbe | [Luminosité] Chg direction, niveau de vol | [Taille] nan | [Détails visuels] La description du témoin correspond en tous points à l'observation d'un passage de lanternes thaïlandaises : couleur orange, déplacement en douceur et en silence selon le vent (de Sud Ouest vers le Nord Est, variable faible s'affaiblissant, voir relevé météo), et disparition au bout de quelques minutes"
2012-07-08273,[Forme] nan | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] Chiffrée | [Détails visuels] Le 27 juillet 2012 à 8h23 un témoin observe dans le ciel le déplacement silencieux à vitesse constante d'un objet de grande taille et de couleur sombre
2012-07-08275,"[Forme] 3D - 1 axe de symétrie - Conique | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] Linéaire ou Rectiligne | [Taille] nan | [Détails visuels] Cette observation de trois points lumineux traversant le ciel en ligne droite est moyennement étrange, car pouvant être attribuée à un passage simultané de 3 satellites ; cependant les témoins affirment bien avoir perçu un triangle sombre entre ces points, ce qui rendrait le phénomène plus étrange"
2012-07-08278,"[Forme] 3D - 1 axe de symétrie - Conique | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Orangé, feu | [Couleur 2] nan | [Luminosité] Linéaire ou Rectiligne | [Taille] nan | [Détails visuels] Un témoin rapporte une observation faite le 27 juillet 2013 vers 3h30 du matin : le témoin a observé deux fois le passage rapide et silencieux dans le ciel de lumières orangées composant une forme triangulaire"
2012-07-08293,"[Forme] 3D - 2 axes de symétrie - Ovoïde | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Blanc | [Couleur 2] nan | [Luminosité] Linéaire ou Rectiligne | [Taille] Chiffrée | [Détails visuels] ""Le 27 juillet 2012 entre 4h20 et 4h25 un témoin est intrigué par le passage silencieux dans le ciel d'une lumière blanche laiteuse, de forme ovale L'observation dure environ 45 secondes avant qu'un deuxième phénomène lumineux orangé apparaisse, calquant sa trajectoire """" à la perfection"""" sur le premier phénomène lumineux"
2012-07-08296,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2] Autre | [Couleur] Orangé, feu | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Description] Observation par un témoin du déplacement silencieux de 8 à 10 boules de couleur touge-orangé : probable observation du passage de lanternes thailandaises"
